,name,id,price,alias,type,category,rating,zip,latitude,longitude,labels_km,centroid_latitude,centroid_longitude,distance_centroid
7840,Echoplex,ruiW9h7GIcN4y1OAhOen5Q,2.0,echoplex-los-angeles,musicvenues,musicvenues,3.5,90026,34.0776,-118.26100000000001,68,34.076694019933555,-118.2601561461794,0.001238
7841,Orsa & Winston,ZIsekcDGiAjF7yruJZSOrQ,4.0,orsa-and-winston-los-angeles,italian,italian,4.0,90013,34.0485,-118.24799999999999,3,34.04791858064516,-118.25479096774194,0.006816
7842,The Office Bar & Grill,K9Pyz2_fLzkINssPI-KnAg,2.0,the-office-bar-and-grill-los-angeles,danceclubs,danceclubs,4.5,90031,34.0733,-118.21600000000001,47,34.07790054945055,-118.21534065934065,0.004648
7843,Lento Market,lEx9XzKlUpAHWGgYNC1wqA,1.0,lento-market-los-angeles,vegan,vegan,5.0,90026,34.071,-118.251,68,34.076694019933555,-118.2601561461794,0.010782
7844,Sushi Zo,gHjqZaWcMjkvloNjACqLAg,4.0,sushi-zo-los-angeles-10,japanese,japanese,4.5,90013,34.0481,-118.24700000000001,102,34.047863049095604,-118.23999741602067,0.007007
7845,Ramen of York,B9-22buva5v480z9NovVYA,2.0,ramen-of-york-los-angeles,ramen,ramen,4.0,90042,34.1213,-118.205,39,34.115948412698415,-118.19605952380952,0.01042
7846,Hippo,U4eHErXRl8MDiscnFjYWBQ,3.0,hippo-los-angeles-3,newamerican,newamerican,4.0,90042,34.1106,-118.19,39,34.115948412698415,-118.19605952380952,0.008082
7847,Izakaya Gazen,ywH0noW7QvSK5pE7W4QgJg,2.0,izakaya-gazen-los-angeles-4,sushi,sushi,4.0,90012,34.0492,-118.23899999999999,102,34.047863049095604,-118.23999741602067,0.001668
7848,The Echo,mzO5Ib2H4ffBmr5jpNDeQg,2.0,the-echo-los-angeles,musicvenues,musicvenues,3.5,90026,34.0776,-118.26,68,34.076694019933555,-118.2601561461794,0.000919
7849,Bang Na Thai Fusion,XGjPHlFMgjOg6SFv20ZZhA,2.0,bang-na-thai-fusion-los-angeles-3,thai,thai,4.0,90012,34.0588,-118.23899999999999,65,34.062157142857146,-118.23918253968255,0.003362
7850,Blue Bottle Coffee,0fydYOMuaOOjlWizHjbuIA,2.0,blue-bottle-coffee-los-angeles-12,coffee,coffee,4.0,90013,34.0391,-118.23299999999999,102,34.047863049095604,-118.23999741602067,0.011214
7851,Jade Wok,7_LW74I-UZPdIp1Az690pA,1.0,jade-wok-los-angeles,chinese,chinese,4.0,90012,34.0654,-118.241,65,34.062157142857146,-118.23918253968255,0.003717
7852,La Cuevita,i8l-xBjbchqlW1ta6O9Cgg,2.0,la-cuevita-los-angeles,lounges,lounges,4.0,90042,34.1107,-118.19,39,34.115948412698415,-118.19605952380952,0.008016
7853,La Barbacha,9wCgFHy-66hjdmo65qM8nQ,1.0,la-barbacha-los-angeles,mexican,mexican,4.5,90033,34.0461,-118.206,11,34.047792462311556,-118.21109547738693,0.005369
7854,King Taco,0MN-gzeV_6cixnU92FC7Hg,1.0,king-taco-los-angeles-13,mexican,mexican,3.5,90065,34.0941,-118.226,47,34.07790054945055,-118.21534065934065,0.019392
7855,Cinnaholic,H4myDD4D_iOAH0QvzOfDUQ,1.0,cinnaholic-los-angeles,bakeries,bakeries,4.0,90026,34.0771,-118.265,68,34.076694019933555,-118.2601561461794,0.004861
7856,The Escondite,ZXLsi_UFu-kXDXrUpmLumg,2.0,the-escondite-los-angeles,bars,bars,4.0,90013,34.046,-118.242,102,34.047863049095604,-118.23999741602067,0.002735
7857,Little Rodeo,a6T65IsCapTEt1qhaCmHxA,1.0,little-rodeo-los-angeles,mexican,mexican,4.0,90031,34.0736,-118.204,47,34.07790054945055,-118.21534065934065,0.012129
7858,BS Taqueria,U_l4PxtVQ_Jo64JRNOoqxQ,2.0,bs-taqueria-los-angeles-3,mexican,mexican,4.0,90014,34.0467,-118.256,3,34.04791858064516,-118.25479096774194,0.001717
7859,Don Francisco's Coffee Casa Cubana,vdd-Z6zAv_WrRIqU1bhiQA,1.0,don-franciscos-coffee-casa-cubana-los-angeles-2,coffee,coffee,4.5,90013,34.0468,-118.251,3,34.04791858064516,-118.25479096774194,0.003953
7860,Fortune Gourmet Kitchen,zgrn4ASqGcltVUAnO60mRg,1.0,fortune-gourmet-kitchen-los-angeles,cantonese,cantonese,4.0,90012,34.0618,-118.24,65,34.062157142857146,-118.23918253968255,0.000892
7861,The Oyster Gourmet,jEc9UnIE0LnMOpadEWxcLg,2.0,the-oyster-gourmet-los-angeles-3,seafood,seafood,4.0,90013,34.051,-118.249,3,34.04791858064516,-118.25479096774194,0.00656
7862,Habitat Coffee and Tea,ssw9D1Q0rOEoc3Fx7hi5pg,2.0,habitat-coffee-and-tea-los-angeles,breakfast_brunch,breakfast_brunch,4.0,90065,34.1176,-118.23299999999999,99,34.11183475177305,-118.23799290780141,0.007627
7863,Hot Dog Lady,M97EK0ga4dT9ldwHT3_i9Q,1.0,hot-dog-lady-los-angeles-3,foodstands,foodstands,4.5,90026,34.0751,-118.25399999999999,68,34.076694019933555,-118.2601561461794,0.006359
7864,Clark Street Bread,Ov6lHSt33Gf1QThBW_2oHA,1.0,clark-street-bread-los-angeles,bakeries,bakeries,4.5,90013,34.0505,-118.249,3,34.04791858064516,-118.25479096774194,0.00634
7865,Belcampo Burger DTLA,GQZm7iejbk__4chnKxGUIA,2.0,belcampo-burger-dtla-los-angeles,butcher,butcher,3.5,90013,34.0506,-118.249,3,34.04791858064516,-118.25479096774194,0.006382
7866,10e,nYD88woJ2pQn8iGPi6emrQ,2.0,10e-los-angeles-6,mediterranean,mediterranean,4.0,90017,34.049,-118.259,3,34.04791858064516,-118.25479096774194,0.004346
7867,Cypress Best Burgers,fkxnyeGKckDGQFkTlHdsqg,1.0,cypress-best-burgers-los-angeles,burgers,burgers,4.0,90065,34.086,-118.219,47,34.07790054945055,-118.21534065934065,0.008888
7868,Korean Kitchen Hibachi Barbeque,3yJxYgt_PD9JqCcKafkpLw,2.0,korean-kitchen-hibachi-barbeque-los-angeles,korean,korean,4.0,90012,34.0491,-118.24,102,34.047863049095604,-118.23999741602067,0.001237
7869,Bunker Hill Bar & Grill,I_TuSSaSdjgM9h7C8mkX1A,2.0,bunker-hill-bar-and-grill-los-angeles,newamerican,newamerican,3.5,90017,34.0508,-118.25399999999999,3,34.04791858064516,-118.25479096774194,0.002988
7870,LA Skewers,0Ix25g0581nYGIqQ5WPZ2A,2.0,la-skewers-los-angeles,greek,greek,4.0,90033,34.0566,-118.208,11,34.047792462311556,-118.21109547738693,0.009336
7871,Icy Rush,HF0UTvLCCeFwYvUfr5-nSQ,2.0,icy-rush-los-angeles-5,desserts,desserts,4.5,90026,34.0772,-118.265,68,34.076694019933555,-118.2601561461794,0.00487
7872,Tierra Mia Coffee,YxXdWO8uE84evYVbp-5Gqw,1.0,tierra-mia-coffee-los-angeles,coffee,coffee,4.5,90014,34.0452,-118.25200000000001,3,34.04791858064516,-118.25479096774194,0.003896
7873,Blue Bottle Coffee,JMKiOIRY3cp0E7P2UptmUg,2.0,blue-bottle-coffee-los-angeles-17,coffee,coffee,4.0,90013,34.0505,-118.24799999999999,3,34.04791858064516,-118.25479096774194,0.007265
7874,The Counter Downtown LA,J3XPoESN_Qu4sGUceD0_Yw,2.0,the-counter-downtown-la-los-angeles,burgers,burgers,4.0,90017,34.0485,-118.258,3,34.04791858064516,-118.25479096774194,0.003261
7875,Yuko Kitchen,4AX7DMPPq2t-Hf8dEpi3yA,2.0,yuko-kitchen-los-angeles-3,japanese,japanese,4.5,90013,34.0471,-118.249,3,34.04791858064516,-118.25479096774194,0.005849
7876,Maya's Restaurant,vWymgpPqolcx9Sg9Fh63Tw,1.0,mayas-restaurant-los-angeles,mexican,mexican,4.0,90031,34.0721,-118.221,47,34.07790054945055,-118.21534065934065,0.008104
7877,El Prado,FeYrDlDJngA8IkzcCZ0aYQ,2.0,el-prado-los-angeles,bars,bars,4.0,90026,34.078,-118.259,68,34.076694019933555,-118.2601561461794,0.001744
7878,Hookah Place LA,lcvnJoYBmlcOikVkC_RuqQ,1.0,hookah-place-la-los-angeles-3,hookah_bars,hookah_bars,4.5,90013,34.0462,-118.24799999999999,3,34.04791858064516,-118.25479096774194,0.007005
7879,Spring For Coffee,1C6OxxSGIZ-3hMTfJrt4ug,1.0,spring-for-coffee-los-angeles,coffee,coffee,4.5,90013,34.0462,-118.251,3,34.04791858064516,-118.25479096774194,0.004162
7880,Pacific Dining Car,N70oKt4U4XKDWDQbizDw_Q,4.0,pacific-dining-car-los-angeles,steak,steak,3.5,90017,34.0553,-118.266,3,34.04791858064516,-118.25479096774194,0.013421
7881,Sari Sari Store,uR7dWCdESHWt425gHEUMtg,2.0,sari-sari-store-los-angeles-2,filipino,filipino,3.5,90013,34.0512,-118.249,3,34.04791858064516,-118.25479096774194,0.006656
7882,Beard Papa's,wZVYW2VVFaHq8jwm1EmW6Q,1.0,beard-papas-los-angeles-3,bakeries,bakeries,4.0,90013,34.0455,-118.238,102,34.047863049095604,-118.23999741602067,0.003094
7883,Cafecito Pura Vida,GkWkr8GX0uZQ4Q6jBTt1PA,2.0,cafecito-pura-vida-los-angeles,coffee,coffee,5.0,90012,34.0526,-118.24700000000001,102,34.047863049095604,-118.23999741602067,0.008454
7884,Wild Living Foods,cGaz4-wz0jhAB_Qr5byusg,2.0,wild-living-foods-los-angeles,organic_stores,organic_stores,4.5,90014,34.043,-118.25299999999999,3,34.04791858064516,-118.25479096774194,0.005235
7885,The Hermosillo,fLZDJjLZi__xbIo0ungvLg,2.0,the-hermosillo-los-angeles,wine_bars,wine_bars,4.0,90042,34.1212,-118.204,39,34.115948412698415,-118.19605952380952,0.00952
7886,Bon Vivant Market & Cafe,X-ramHIJtG5HHulYqt_Qqg,2.0,bon-vivant-market-and-cafe-atwater-village,cocktailbars,cocktailbars,4.0,90039,34.1174,-118.262,50,34.1143908,-118.265144,0.004352
7887,Mignon,LhIV95NXNmhjLH5f4YBmBQ,2.0,mignon-los-angeles-2,wine_bars,wine_bars,4.0,90014,34.0449,-118.25,3,34.04791858064516,-118.25479096774194,0.005663
7888,Lot 1 Cafe,fNn0wL7Binw9K1ButlSimQ,2.0,lot-1-cafe-los-angeles,musicvenues,musicvenues,4.0,90026,34.0765,-118.256,68,34.076694019933555,-118.2601561461794,0.004161
7889,Wendy's Tortas,xtkb1BbZlxtU2cRChARLxA,1.0,wendys-tortas-los-angeles-2,mexican,mexican,3.5,90031,34.0661,-118.215,47,34.07790054945055,-118.21534065934065,0.011805
7890,HomeState,iBN17PY_Bd7uW8qWgjv-ww,2.0,homestate-los-angeles-4,tex-mex,tex-mex,4.0,90042,34.1094,-118.194,39,34.115948412698415,-118.19605952380952,0.006865
7891,CBS Seafood Restaurant,XNM6JHWQykkm4wG9SZpBcA,2.0,cbs-seafood-restaurant-los-angeles,dimsum,dimsum,3.0,90012,34.06,-118.23700000000001,65,34.062157142857146,-118.23918253968255,0.003069
7892,La Luz Del Dia,weG0lAd5sECK6eS-p3-1JA,1.0,la-luz-del-dia-los-angeles-4,mexican,mexican,3.5,90012,34.0574,-118.238,65,34.062157142857146,-118.23918253968255,0.004902
7893,Taco Fiesta,kGK8LGVGs-5k6LYgc-Dghw,1.0,taco-fiesta-los-angeles-2,mexican,mexican,4.5,90065,34.096,-118.20700000000001,47,34.07790054945055,-118.21534065934065,0.019929
7894,Toastea,CPrrjWX6qn8Emyf6yGoKzg,1.0,toastea-los-angeles,desserts,desserts,4.5,90017,34.0476,-118.257,3,34.04791858064516,-118.25479096774194,0.002232
7895,Silverlake Coffee,69tOUW61gu2s8mKICPZuvw,1.0,silverlake-coffee-los-angeles-2,coffee,coffee,4.0,90039,34.0999,-118.259,50,34.1143908,-118.265144,0.01574
7896,Kim Chuy Restaurant,6RLNAobNVtHBDQuveoOm1w,1.0,kim-chuy-restaurant-los-angeles,chinese,chinese,3.5,90012,34.0614,-118.24,65,34.062157142857146,-118.23918253968255,0.001114
7897,Plant Food For People,PLVbJEfDO14xEuCnvEl6xw,1.0,plant-food-for-people-los-angeles,vegan,vegan,4.5,90042,34.1092,-118.197,39,34.115948412698415,-118.19605952380952,0.006814
7898,Little Fluffy Head Cafe,_Cop86udfkWP81q1VT_Q5A,1.0,little-fluffy-head-cafe-los-angeles,bubbletea,bubbletea,4.5,90014,34.0448,-118.25200000000001,3,34.04791858064516,-118.25479096774194,0.004185
7899,Leo's Tacos,RjFO0uYSr4cGvqxK72NQWw,1.0,leos-tacos-los-angeles-3,mexican,mexican,4.0,90041,34.1227,-118.223,14,34.13574075829384,-118.2133933649289,0.016197
7900,Spring Street Bar,bDh2drw3BO7T3xWGRQG3fQ,2.0,spring-street-bar-los-angeles-2,beerbar,beerbar,4.0,90014,34.0451,-118.251,3,34.04791858064516,-118.25479096774194,0.004724
7901,Qin West Noodle,5imw7dSuSB4HmUMrZep1lg,1.0,qin-west-noodle-los-angeles,chinese,chinese,4.0,90012,34.0613,-118.24,65,34.062157142857146,-118.23918253968255,0.001184
7902,ETA,lb5DcGxQshrl_ogWT6qZPA,2.0,eta-los-angeles,cocktailbars,cocktailbars,4.5,90042,34.1093,-118.193,39,34.115948412698415,-118.19605952380952,0.007319
7903,2nd Street Cigar Lounge,ZjyeOHysck95OOMGARB2Qw,2.0,2nd-street-cigar-lounge-los-angeles-3,cigarbars,cigarbars,4.5,90012,34.0514,-118.245,102,34.047863049095604,-118.23999741602067,0.006127
7904,Bicycle Coffee,IlODR0EnWUVCQ0fIij8azQ,1.0,bicycle-coffee-los-angeles,coffee,coffee,4.5,90012,34.048,-118.24,102,34.047863049095604,-118.23999741602067,0.000137
7905,Curry King,lfsfX9DQx1a2EFNpfHQrPg,2.0,curry-king-los-angeles,indpak,indpak,4.0,90039,34.1123,-118.249,99,34.11183475177305,-118.23799290780141,0.011017
7906,La Tostaderia,SsOlRN_7cKsHlek_RyohvQ,2.0,la-tostaderia-los-angeles,seafood,seafood,4.0,90013,34.0507,-118.249,3,34.04791858064516,-118.25479096774194,0.006424
7907,Traxx Restaurant,ayoRUO55uoFh0yqPqHv5TQ,2.0,traxx-restaurant-los-angeles,tradamerican,tradamerican,3.5,90012,34.0562,-118.236,65,34.062157142857146,-118.23918253968255,0.006754
7908,Palikao,FrJGAJQuUmriYtzOHoGY3g,2.0,palikao-los-angeles,mediterranean,mediterranean,5.0,90014,34.0449,-118.25,3,34.04791858064516,-118.25479096774194,0.005663
7909,Hey Hey,3T2-MzYwV1SFIJQn8pzaNg,1.0,hey-hey-los-angeles,coffee,coffee,4.5,90026,34.0768,-118.257,68,34.076694019933555,-118.2601561461794,0.003158
7910,Ana Maria's,-BqteNnVWIgDgwq9kc8Z1w,1.0,ana-marias-los-angeles,mexican,mexican,4.0,90013,34.0505,-118.249,3,34.04791858064516,-118.25479096774194,0.00634
7911,Modern Eats,qqYU0ueZtsYO2vYWsM7YBQ,2.0,modern-eats-los-angeles,breakfast_brunch,breakfast_brunch,4.0,90039,34.1052,-118.26,50,34.1143908,-118.265144,0.010532
7912,Mezcalero,yyTLKAplUF89xydeB2bZWQ,2.0,mezcalero-los-angeles-2,cocktailbars,cocktailbars,4.0,90013,34.0475,-118.251,3,34.04791858064516,-118.25479096774194,0.003814
7913,Taqueria La Guadalupana,HE8yOk2Ty25InmpStznKMw,1.0,taqueria-la-guadalupana-los-angeles-2,mexican,mexican,4.5,90065,34.1027,-118.23700000000001,99,34.11183475177305,-118.23799290780141,0.009189
7914,My Taco,nq5WTE0lMxeR-YUSj9M0-g,1.0,my-taco-los-angeles,mexican,mexican,3.5,90042,34.1143,-118.18299999999999,39,34.115948412698415,-118.19605952380952,0.013163
7915,Tea Master Matcha Cafe & Green Tea Shop,bJVTVJYJL8Es0PzhBsHz8g,1.0,tea-master-matcha-cafe-and-green-tea-shop-los-angeles,coffee,coffee,5.0,90012,34.0472,-118.23899999999999,102,34.047863049095604,-118.23999741602067,0.001198
7916,E - Sea Fresh Restaurant,8R5XeLHVC0RiCY5NDpuihg,1.0,e-sea-fresh-restaurant-los-angeles-2,seafood,seafood,4.0,90012,34.0632,-118.23299999999999,65,34.062157142857146,-118.23918253968255,0.00627
7917,Peking Tavern,iOuz4WzpUaG6MOajq4Hi2A,2.0,peking-tavern-los-angeles-3,gastropubs,gastropubs,4.0,90014,34.0428,-118.25399999999999,3,34.04791858064516,-118.25479096774194,0.005179
7918,The Hon Shabu Shabu,rI5H4uw_hVyvOLgdxOw8QA,2.0,the-hon-shabu-shabu-los-angeles-2,japanese,japanese,4.0,90013,34.0505,-118.24700000000001,102,34.047863049095604,-118.23999741602067,0.007483
7919,Tacos Arizas,ZNL76QlAzJjYjBc6ALM5Gg,1.0,tacos-arizas-los-angeles,mexican,mexican,4.0,90026,34.077,-118.259,68,34.076694019933555,-118.2601561461794,0.001196
7920,The Burrow,1lxtw52CJ9ip6VqQCzt2Fw,2.0,the-burrow-los-angeles,sandwiches,sandwiches,5.0,90014,34.0467,-118.26100000000001,3,34.04791858064516,-118.25479096774194,0.006327
7921,Dodger Stadium - Stadium Club,MR5gsp_TtlmEafRLCjaDFg,3.0,dodger-stadium-stadium-club-los-angeles-2,tradamerican,tradamerican,4.0,90012,34.0739,-118.24,65,34.062157142857146,-118.23918253968255,0.011771
7922,Downtown Independent,xZwe2eJmxp5I5tqDBsgw7A,1.0,downtown-independent-los-angeles,movietheaters,movietheaters,4.5,90012,34.0503,-118.24600000000001,102,34.047863049095604,-118.23999741602067,0.006478
7923,JJ's Sandwich Shop,XvRlza3pMntYRiCYxIXueQ,1.0,jjs-sandwich-shop-los-angeles,sandwiches,sandwiches,4.5,90014,34.045,-118.25,3,34.04791858064516,-118.25479096774194,0.00561
7924,Valerie Confections,rc1rLqPE0j06aW7CR-McpQ,2.0,valerie-confections-los-angeles-4,coffee,coffee,4.0,90026,34.0834,-118.255,68,34.076694019933555,-118.2601561461794,0.008459
7925,Umami Burger - Broadway,tP4_QWHnfoa6U8TO0r_REA,2.0,umami-burger-broadway-los-angeles-2,burgers,burgers,3.5,90014,34.0424,-118.256,3,34.04791858064516,-118.25479096774194,0.005649
7926,Las Perlas,iRCPKpFpwvj18kOkPtA5Lw,2.0,las-perlas-los-angeles,lounges,lounges,4.0,90014,34.045,-118.249,3,34.04791858064516,-118.25479096774194,0.006485
7927,El Paisano,nlNoNQhKQQJgmZPeGxTQ1Q,1.0,el-paisano-los-angeles,mexican,mexican,4.5,90026,34.0677,-118.25,65,34.062157142857146,-118.23918253968255,0.012155
7928,Olive Bistro & Catering,3TaZdcUVxEz3bgO--M54AA,2.0,olive-bistro-and-catering-los-angeles-2,catering,catering,4.5,90014,34.0477,-118.255,3,34.04791858064516,-118.25479096774194,0.000302
7929,Intiraymi Restaurant Peruvian Food,kfZIEkkCy4OMglRnEjziBA,2.0,intiraymi-restaurant-peruvian-food-los-angeles,peruvian,peruvian,4.0,90012,34.0588,-118.23899999999999,65,34.062157142857146,-118.23918253968255,0.003362
7930,Jane,-9fuKQzgvyJoH9-ZGvUUYw,2.0,jane-los-angeles-3,coffee,coffee,4.0,90042,34.1183,-118.191,39,34.115948412698415,-118.19605952380952,0.005579
7931,Checker Hall,6egyAeYPLO_R62zFVe0ecw,2.0,checker-hall-los-angeles,mediterranean,mediterranean,4.5,90042,34.1091,-118.195,39,34.115948412698415,-118.19605952380952,0.00693
7932,Tsurumaru Udon Honpo,1woFV7IpgaGZCkOvixyRdg,1.0,tsurumaru-udon-honpo-los-angeles,japanese,japanese,4.0,90013,34.0445,-118.238,102,34.047863049095604,-118.23999741602067,0.003911
7933,Lollicup,449jG257__9DVXbXF1TUFg,1.0,lollicup-los-angeles-3,coffee,coffee,3.5,90012,34.0665,-118.23700000000001,65,34.062157142857146,-118.23918253968255,0.00486
7934,Clifton's Republic,vwWTF9KhrL1l6LclQg8fxg,2.0,cliftons-republic-los-angeles-2,bars,bars,3.0,90014,34.0453,-118.25299999999999,3,34.04791858064516,-118.25479096774194,0.003172
7935,Côté Est,sMsnfCbzi21JPmXg3xTQGQ,2.0,côté-est-los-angeles,wine_bars,wine_bars,4.0,90042,34.121,-118.206,39,34.115948412698415,-118.19605952380952,0.01115
7936,Uncle John’s Cafe,6iJ_E5tMJII601mrzwwdrQ,2.0,uncle-john-s-cafe-los-angeles,chinese,chinese,4.0,90017,34.0449,-118.259,3,34.04791858064516,-118.25479096774194,0.00518
7937,Hock+Hoof,PfHYIFTflHuHGXM-Lvy97w,2.0,hock-hoof-los-angeles-2,bars,bars,4.5,90013,34.0471,-118.25,3,34.04791858064516,-118.25479096774194,0.00486
7938,Van Leeuwen Artisan Ice Cream Truck,wJMi_m78VJEXdzbgohOefA,2.0,van-leeuwen-artisan-ice-cream-truck-venice,foodtrucks,foodtrucks,4.5,90291,34.0522,-118.243,102,34.047863049095604,-118.23999741602067,0.005275
7939,Berry Bowl,HA3ZONFJZ5pfg93lxCAqUQ,1.0,berry-bowl-los-angeles,juicebars,juicebars,3.5,90042,34.121,-118.205,39,34.115948412698415,-118.19605952380952,0.010269
7940,Cake Girl,YyFC14kO0xtdkqd0Fktzqg,1.0,cake-girl-boyle-heights-4,bakeries,bakeries,5.0,90033,34.0447,-118.214,11,34.047792462311556,-118.21109547738693,0.004243
7941,Eastside Luv Wine Bar Y Queso,8ieULXNYl54kurh7dmA3wg,2.0,eastside-luv-wine-bar-y-queso-los-angeles,wine_bars,wine_bars,3.5,90033,34.0473,-118.21799999999999,11,34.047792462311556,-118.21109547738693,0.006922
7942,Corner Kabob,xG2Yy-mUoGonM3KQFpZUpQ,1.0,corner-kabob-los-angeles-3,mideastern,mideastern,4.0,90013,34.0497,-118.24600000000001,102,34.047863049095604,-118.23999741602067,0.006277
7943,Public School 213,-73lYnIMpqXG5gVTQOpH8g,2.0,public-school-213-los-angeles,bars,bars,3.5,90017,34.0499,-118.257,3,34.04791858064516,-118.25479096774194,0.002967
7944,King Taco,8wiejOhpTr-zZAwXV1zCkg,1.0,king-taco-los-angeles,mexican,mexican,3.0,90031,34.0734,-118.211,47,34.07790054945055,-118.21534065934065,0.006253
7945,Tamale Man,jqfzFuyGpf4pxoMp61ok0g,1.0,tamale-man-los-angeles,mexican,mexican,4.0,90032,34.0841,-118.178,58,34.0772813559322,-118.17501694915254,0.007443
7946,My Dung Sandwich Shop,jrRMueuUYTHx94B80qio9g,1.0,my-dung-sandwich-shop-los-angeles,sandwiches,sandwiches,4.5,90012,34.0601,-118.23899999999999,65,34.062157142857146,-118.23918253968255,0.002065
7947,Tian's Dim Sum & Fast Food,WSISRKQwwyARA34XKUfrtA,1.0,tians-dim-sum-and-fast-food-los-angeles-2,dimsum,dimsum,3.5,90012,34.0632,-118.24,65,34.062157142857146,-118.23918253968255,0.001325
7948,TBLA Catering & Cafe,Ff0tTFNnkJsOooPs7sutww,2.0,tbla-catering-and-cafe-los-angeles,newamerican,newamerican,4.5,90014,34.0418,-118.251,3,34.04791858064516,-118.25479096774194,0.007198
7949,East Garden Restaurant,P35lIoabQQm-c2QFJPhykg,2.0,east-garden-restaurant-los-angeles-3,hkcafe,hkcafe,4.0,90012,34.0617,-118.23899999999999,65,34.062157142857146,-118.23918253968255,0.000492
7950,Yeya's Restaurant,5LtA8XdCN-pP7QRcJeFSHg,1.0,yeyas-restaurant-los-angeles-2,mexican,mexican,4.5,90033,34.0471,-118.219,11,34.047792462311556,-118.21109547738693,0.007935
7951,Momed Atwater Village,dUPaip9XyZ0LZUpl3K6Ncg,2.0,momed-atwater-village-los-angeles-2,mediterranean,mediterranean,4.0,90039,34.1157,-118.251,99,34.11183475177305,-118.23799290780141,0.013569
7952,Kendall's Brasserie,MN7cr3Xgw2AJh7YEggua5A,3.0,kendalls-brasserie-los-angeles,french,french,3.5,90012,34.0564,-118.24799999999999,65,34.062157142857146,-118.23918253968255,0.010531
7953,TOWN Pizza,T6y4D-b9aTw_fVySFOxAJw,1.0,town-pizza-los-angeles-3,pizza,pizza,4.0,90042,34.1212,-118.205,39,34.115948412698415,-118.19605952380952,0.010369
7954,Grand Star Jazz Club,xD7NFCwzdXuWGM2FWxmEKQ,1.0,grand-star-jazz-club-los-angeles,lounges,lounges,3.5,90012,34.0652,-118.23700000000001,65,34.062157142857146,-118.23918253968255,0.003745
7955,Zencu Sushi & Grill,2xvO70xissl9rf79qxgW5Q,2.0,zencu-sushi-and-grill-los-angeles,sushi,sushi,3.5,90012,34.0494,-118.241,102,34.047863049095604,-118.23999741602067,0.001835
7956,Vespaio,PnQdOlJG3ErVz4W-HH-0Dg,2.0,vespaio-los-angeles-6,italian,italian,3.5,90012,34.0539,-118.251,3,34.04791858064516,-118.25479096774194,0.007082
7957,Braazo Pizza,T1RfgUMYKW3HD55SEJILbQ,2.0,braazo-pizza-los-angeles,pizza,pizza,4.5,90014,34.0439,-118.25200000000001,3,34.04791858064516,-118.25479096774194,0.004893
7958,Ktchn Dtla,Bwx213S4DZz2-e1WOdl_ig,2.0,ktchn-dtla-los-angeles-2,breakfast_brunch,breakfast_brunch,4.0,90013,34.0427,-118.235,102,34.047863049095604,-118.23999741602067,0.007185
7959,BKLA,YUznkziSSfrlQ-wLKKBLBw,2.0,bkla-los-angeles-2,newamerican,newamerican,4.0,90017,34.047,-118.26100000000001,3,34.04791858064516,-118.25479096774194,0.006277
7960,Lupita's Tamales,QBH718b8MK86RGmZVRedsA,1.0,lupitas-tamales-los-angeles,mexican,mexican,4.0,90065,34.1142,-118.245,99,34.11183475177305,-118.23799290780141,0.007396
7961,Onyx Lounge,uNJ1d4r39cfp7Bwix3x_lg,2.0,onyx-lounge-los-angeles,lounges,lounges,4.0,90013,34.047,-118.25,3,34.04791858064516,-118.25479096774194,0.004878
7962,Fogo de Chão Brazilian Steakhouse,euIu-4rVEKrsAMMC8A0vZQ,3.0,fogo-de-chão-brazilian-steakhouse-los-angeles-3,steak,steak,3.5,90017,34.0477,-118.26100000000001,3,34.04791858064516,-118.25479096774194,0.006213
7963,The Airliner,aZA_pyUnnIAWc70m5wmwzw,1.0,the-airliner-los-angeles,divebars,divebars,3.0,90031,34.074,-118.21600000000001,47,34.07790054945055,-118.21534065934065,0.003956
7964,Zingo Tacos,hTmbWkqAw6LPADjeUKeq4w,1.0,zingo-tacos-los-angeles,mexican,mexican,4.5,90032,34.0733,-118.17,58,34.0772813559322,-118.17501694915254,0.006405
7965,Little Damage,e8oqUt2PJ48xt54xKV-w1w,2.0,little-damage-los-angeles,icecream,icecream,3.5,90014,34.0442,-118.25200000000001,3,34.04791858064516,-118.25479096774194,0.004649
7966,Endorffeine,lW-jl8fqGQfK8MP9fR0E1w,1.0,endorffeine-los-angeles,coffeeroasteries,coffeeroasteries,3.5,90012,34.0614,-118.24,65,34.062157142857146,-118.23918253968255,0.001114
7967,All'Acqua,XN31yqCpt4_aOJDoceuCvw,2.0,allacqua-los-angeles-2,italian,italian,4.0,90039,34.1184,-118.26,50,34.1143908,-118.265144,0.006522
7968,RiceBar,pLxVKpsSL27fUvE1ShrdOw,1.0,ricebar-los-angeles,filipino,filipino,4.0,90014,34.0463,-118.255,3,34.04791858064516,-118.25479096774194,0.001632
7969,Golden Road Brewing,d5DBVWKAn3VQ1cLZ7t6P-Q,2.0,golden-road-brewing-los-angeles-3,pubs,pubs,4.0,90013,34.0505,-118.249,3,34.04791858064516,-118.25479096774194,0.00634
7970,Shakey's Pizza Parlor,mHVSXsETWJErthzM5j5KJg,2.0,shakeys-pizza-parlor-los-angeles-7,pizza,pizza,4.0,90033,34.0492,-118.212,11,34.047792462311556,-118.21109547738693,0.001673
