,name,id,price,alias,type,category,rating,zip,latitude,longitude,labels_km,centroid_latitude,centroid_longitude,distance_centroid
5226,Monster Thai,iclCyAnc5wJfaa5TrxRhMw,1.0,monster-thai-sherman-oaks,thai,thai,4.0,91423,34.1575,-118.415,18,34.17067382550336,-118.4053355704698,0.016339
5227,The Dish Thai Fusion Cuisine,FHUzFkcfi6RqZvC_MR6CzQ,2.0,the-dish-thai-fusion-cuisine-studio-city,thai,thai,4.5,91604,34.1505,-118.38799999999999,34,34.14673902439024,-118.39973170731707,0.01232
5228,AJ's Tex-Mex & Barbecue,knM9GxAwy5kMvIjRcaDHxg,2.0,ajs-tex-mex-and-barbecue-los-angeles,tex-mex,tex-mex,4.5,91607,34.1578,-118.397,34,34.14673902439024,-118.39973170731707,0.011393
5229,Chengdu House,NLtwGiINHwukBCBbgAKFaw,2.0,chengdu-house-los-angeles,chinese,chinese,4.0,91607,34.1579,-118.405,34,34.14673902439024,-118.39973170731707,0.012342
5230,All About Poke,Qe9t7IBXkTR51QtLYUXIVw,2.0,all-about-poke-studio-city,sushi,sushi,4.5,91604,34.1465,-118.42,34,34.14673902439024,-118.39973170731707,0.02027
5231,Iroha Sushi of Tokyo,Zf512CmdL0OQ9enIYDEhlQ,3.0,iroha-sushi-of-tokyo-studio-city-2,sushi,sushi,4.0,91604,34.1457,-118.416,34,34.14673902439024,-118.39973170731707,0.016301
5232,Garden Cafe,0nodbAAmzaG3MJWzPUpvTg,2.0,garden-cafe-sherman-oaks,breakfast_brunch,breakfast_brunch,4.5,91423,34.1496,-118.432,98,34.15110349206349,-118.44088253968253,0.009009
5233,Gourmet Palace China Bistro,yQEFduCdy414vqIUa54O_A,2.0,gourmet-palace-china-bistro-los-angeles,chinese,chinese,4.5,91423,34.1646,-118.414,18,34.17067382550336,-118.4053355704698,0.010581
5234,Gelson's Market,mhL-wnVK9tJSITZwOZ2pIQ,3.0,gelsons-market-valley-village,grocery,grocery,3.5,91607,34.1563,-118.396,34,34.14673902439024,-118.39973170731707,0.010263
5235,Hugo's,YkKS9jRM-Z80Wn6emYk1Tw,2.0,hugos-studio-city-4,newamerican,newamerican,4.0,91607,34.1579,-118.413,18,34.17067382550336,-118.4053355704698,0.014897
5236,Gangadin Indian,eJkDFqOupx5V21H7PIJlPA,2.0,gangadin-indian-studio-city,indpak,indpak,4.0,91604,34.1444,-118.39399999999999,34,34.14673902439024,-118.39973170731707,0.006191
5237,Babushka Grandma's Deli,87JbRxFlDhfZMTzN8SOI0A,1.0,babushka-grandmas-deli-valley-village,delis,delis,4.5,91607,34.1584,-118.396,34,34.14673902439024,-118.39973170731707,0.012244
5238,Raw Junkies,d1sV7UqegaSp-nY8aCQ71Q,2.0,raw-junkies-studio-city,vegan,vegan,5.0,91604,34.145,-118.415,34,34.14673902439024,-118.39973170731707,0.015367
5239,Chin Chin,vlQRZJEFExXtH-_pSKyFgg,2.0,chin-chin-studio-city,chinese,chinese,3.5,91604,34.1439,-118.399,34,34.14673902439024,-118.39973170731707,0.002932
5240,Joan's on Third,TsxwYF29zLkcOx2Ic4KKHQ,2.0,joans-on-third-studio-city,breakfast_brunch,breakfast_brunch,3.5,91604,34.1448,-118.395,34,34.14673902439024,-118.39973170731707,0.005114
5241,Rice Wok,QDgdZCk1sqnmegOPCvSAbQ,1.0,rice-wok-studio-city,chinese,chinese,4.0,91604,34.1501,-118.396,34,34.14673902439024,-118.39973170731707,0.005022
5242,Chop Stop,rDWPSZJEKde7j843hSI9Gg,1.0,chop-stop-studio-city,salad,salad,4.0,91604,34.1428,-118.39399999999999,34,34.14673902439024,-118.39973170731707,0.006955
5243,Crave Cafe,dvzzXQtLmrQALI8_Re8TVQ,2.0,crave-cafe-studio-city-3,cafes,cafes,3.5,91604,34.1428,-118.39399999999999,34,34.14673902439024,-118.39973170731707,0.006955
5244,Leonor's Mexican Vegetarian Restaurant,3qI3wAXbSZvirEP3VuusaA,1.0,leonors-mexican-vegetarian-restaurant-studio-city,mexican,mexican,4.0,91604,34.1506,-118.405,34,34.14673902439024,-118.39973170731707,0.006532
5245,Shanghai Rose,TLlM6a1jmiSDHC942OnSvA,2.0,shanghai-rose-los-angeles-4,dimsum,dimsum,3.5,91604,34.1437,-118.4,34,34.14673902439024,-118.39973170731707,0.003051
5246,Sloane's Valley Village,2TCsOTMHislLLtTbe87b7A,2.0,sloanes-valley-village-los-angeles-3,newamerican,newamerican,4.0,91607,34.1678,-118.396,18,34.17067382550336,-118.4053355704698,0.009768
5247,Royalty Juice Bar & Cafe,I-Z7qX2kqyeDrlOKJAK_MA,2.0,royalty-juice-bar-and-cafe-studio-city-2,juicebars,juicebars,4.5,91604,34.1431,-118.39200000000001,34,34.14673902439024,-118.39973170731707,0.008545
5248,Full House Restaurant,rPo5X1ipxtB_qWMqHPa4rg,2.0,full-house-restaurant-north-hollywood,mediterranean,mediterranean,4.5,91602,34.1579,-118.387,34,34.14673902439024,-118.39973170731707,0.016931
5249,Tel Aviv Grill,sjOurw3t7HQlbQLZPq7V4g,2.0,tel-aviv-grill-los-angeles-3,falafel,falafel,4.5,91607,34.1718,-118.405,18,34.17067382550336,-118.4053355704698,0.001175
5250,Let's Pho,GG_W5BORbu8mQCnSZsk-fw,2.0,lets-pho-sherman-oaks-2,vietnamese,vietnamese,4.0,91423,34.1492,-118.431,98,34.15110349206349,-118.44088253968253,0.010064
5251,Artisan Cheese Gallery,uSrtUqzujVaayJRk5GvXrA,2.0,artisan-cheese-gallery-studio-city,cheese,cheese,4.0,91604,34.1439,-118.39399999999999,34,34.14673902439024,-118.39973170731707,0.006396
5252,Kaiju Sushi,Y4NuFDFLE0RBn7LQAJjlfg,2.0,kaiju-sushi-sherman-oaks,sushi,sushi,4.5,91423,34.1478,-118.431,98,34.15110349206349,-118.44088253968253,0.01042
5253,Burritos El Chavo,-RXmi8zL5rOfPVNygkb_Dg,1.0,burritos-el-chavo-valley-village,mexican,mexican,4.0,91607,34.1577,-118.405,34,34.14673902439024,-118.39973170731707,0.012161
5254,PizzaRev,gEwZTzXITvlCmjR_wtdRow,1.0,pizzarev-studio-city,pizza,pizza,4.0,91604,34.1435,-118.396,34,34.14673902439024,-118.39973170731707,0.004941
5255,SushiStop,YZ6XwD_ybaJ4ef0oGYGCYg,1.0,sushistop-los-angeles-11,sushi,sushi,3.5,91604,34.1428,-118.39,34,34.14673902439024,-118.39973170731707,0.010499
5256,Taste of India - Sherman Oaks,7rio_T3BIJhmoOA3NiFasQ,2.0,taste-of-india-sherman-oaks-sherman-oaks,indpak,indpak,4.0,91423,34.1489,-118.436,98,34.15110349206349,-118.44088253968253,0.005357
5257,Cafe Southwest,WD0HfrOp9z4Zou2gj5P2Og,1.0,cafe-southwest-los-angeles-2,cafes,cafes,5.0,91604,34.1448,-118.405,34,34.14673902439024,-118.39973170731707,0.005614
5258,Romanov Restaurant & Lounge,4rwpTdwlH9iFs-SENbYELw,4.0,romanov-restaurant-and-lounge-studio-city,russian,russian,3.5,91604,34.1441,-118.4,34,34.14673902439024,-118.39973170731707,0.002653
5259,Uncle Andre's BBQ,2b0t01mATtzhY3s-o-TxvA,2.0,uncle-andres-bbq-studio-city,bbq,bbq,3.5,91604,34.1507,-118.38799999999999,34,34.14673902439024,-118.39973170731707,0.012382
5260,Carney's Express Limited,6At5aGWvw5WAbEpZWj_6XA,1.0,carneys-express-limited-studio-city,burgers,burgers,4.0,91604,34.1435,-118.40700000000001,34,34.14673902439024,-118.39973170731707,0.007957
5261,Bollywood Bites Indian Restaurant - Sherman Oaks,mMRSKrB0ParHA-eHimDx2Q,2.0,bollywood-bites-indian-restaurant-sherman-oaks-los-angeles,indpak,indpak,4.0,91423,34.1472,-118.42399999999999,98,34.15110349206349,-118.44088253968253,0.017328
5262,Comoncy,Ekan0eMpK7vPdSg5WxuW3A,2.0,comoncy-studio-city-3,coffee,coffee,4.0,91604,34.1434,-118.4,34,34.14673902439024,-118.39973170731707,0.00335
5263,California Pizza Kitchen at Studio City,_T_bVw62ZyzBPXsAQksx3w,2.0,california-pizza-kitchen-at-studio-city-studio-city-3,pizza,pizza,3.5,91604,34.1433,-118.4,34,34.14673902439024,-118.39973170731707,0.003449
5264,Premier Restaurant & Bar,md-33B2KJfWiV4zIOS_L2g,4.0,premier-restaurant-and-bar-studio-city,russian,russian,4.0,91604,34.1454,-118.411,34,34.14673902439024,-118.39973170731707,0.011348
5265,Hardys Best BBQ,frK1nEhYXfoqMK27S6M6Sg,2.0,hardys-best-bbq-los-angeles,bbq,bbq,4.0,91604,34.1506,-118.414,34,34.14673902439024,-118.39973170731707,0.014781
5266,Shakey's Pizza Parlor,bAkapxjwkzWXl_O_Qbng2Q,2.0,shakeys-pizza-parlor-north-hollywood-2,pizza,pizza,3.0,91607,34.1674,-118.397,18,34.17067382550336,-118.4053355704698,0.008955
5267,Mirabelle Wine Bar,HTOzrVG3cc_3Ma2QhLW0SQ,2.0,mirabelle-wine-bar-los-angeles-3,wine_bars,wine_bars,5.0,91607,34.172,-118.406,18,34.17067382550336,-118.4053355704698,0.001483
5268,Miya Sushi,O_GLP-ZqN1xAp6BZDWPxjA,2.0,miya-sushi-valley-village,sushi,sushi,4.5,91607,34.1654,-118.397,18,34.17067382550336,-118.4053355704698,0.009864
5269,Sharky's Woodfired Mexican Grill,cujkhTeClQDDmTX6pviNgQ,2.0,sharkys-woodfired-mexican-grill-sherman-oaks,mexican,mexican,4.0,91423,34.172,-118.42200000000001,18,34.17067382550336,-118.4053355704698,0.016717
5270,Maria's Italian Kitchen,KTJRr_AvGqNjjwunLKT4kw,2.0,marias-italian-kitchen-sherman-oaks,italian,italian,3.5,91423,34.1473,-118.42399999999999,98,34.15110349206349,-118.44088253968253,0.017306
5271,Ahi Sushi,nUbauelzQusc7lgwnMJBnA,2.0,ahi-sushi-studio-city,sushi,sushi,4.0,91604,34.1455,-118.414,34,34.14673902439024,-118.39973170731707,0.014322
5272,Rumi Cafe,020prErzQUN5bSUw7JPUXA,1.0,rumi-cafe-sherman-oaks-2,cafes,cafes,4.5,91423,34.1465,-118.425,98,34.15110349206349,-118.44088253968253,0.016536
5273,Bistro Garden at Coldwater,OglE7eLW8wds5eYgl7fgHQ,3.0,bistro-garden-at-coldwater-studio-city,french,french,3.5,91604,34.145,-118.415,34,34.14673902439024,-118.39973170731707,0.015367
5274,Yen Sushi & Sake Bar,skez32t0xzqAj36fTkajyA,2.0,yen-sushi-and-sake-bar-studio-city,japanese,japanese,4.0,91604,34.1449,-118.414,34,34.14673902439024,-118.39973170731707,0.014386
5275,Now On 9 Thai Bistro,OY43lqVVBAfAmoZF5VXmfg,2.0,now-on-9-thai-bistro-valley-village,thai,thai,4.5,91607,34.1575,-118.406,34,34.14673902439024,-118.39973170731707,0.012454
5276,Golden Chopsticks,Z-eQ6tBMb6ljm4Z2pi-7xA,1.0,golden-chopsticks-valley-village,chinese,chinese,4.0,91607,34.1651,-118.396,18,34.17067382550336,-118.4053355704698,0.010873
5277,Casa Vega,mdmZGHhykNcRAQjIOHnl0A,2.0,casa-vega-sherman-oaks,mexican,mexican,3.0,91423,34.1469,-118.42299999999999,98,34.15110349206349,-118.44088253968253,0.01837
5278,Fish In the Village,usnouX9oa-UQvHGc7Sv6Mw,2.0,fish-in-the-village-valley-village,kosher,kosher,4.5,91607,34.1718,-118.404,18,34.17067382550336,-118.4053355704698,0.001747
5279,La Cava,Vgjtu4xB8Wz0lcbeuE6tSw,3.0,la-cava-san-fernando-valley,italian,italian,3.5,91423,34.148,-118.429,98,34.15110349206349,-118.44088253968253,0.012281
5280,Belle Bakery Cafe,E0kUoNFek9EsVv3tT5Njmg,1.0,belle-bakery-cafe-studio-city,cafes,cafes,4.5,91604,34.1441,-118.40899999999999,34,34.14673902439024,-118.39973170731707,0.009637
5281,Pepe's NY Pizza,9clxIIz6lm0eIXrn4IlVpg,1.0,pepes-ny-pizza-studio-city,pizza,pizza,4.0,91604,34.1431,-118.39200000000001,34,34.14673902439024,-118.39973170731707,0.008545
5282,Natas Pastries,Z1-Sy48hV5F01IQqbZZgjg,2.0,natas-pastries-sherman-oaks,portuguese,portuguese,4.0,91423,34.1468,-118.42299999999999,98,34.15110349206349,-118.44088253968253,0.018393
5283,Jumpin Java,e-HbBpxoFYobjN4lSO0kmg,2.0,jumpin-java-studio-city,breakfast_brunch,breakfast_brunch,4.0,91604,34.1433,-118.391,34,34.14673902439024,-118.39973170731707,0.009385
5284,Crepe de Ville,qCmwd4SIsO5xEPcmehJA7Q,2.0,crepe-de-ville-los-angeles,french,french,4.0,91604,34.1426,-118.40299999999999,34,34.14673902439024,-118.39973170731707,0.005274
5285,The Poke Haus,H4fM_7dN3-8kiA1jJdOsmQ,2.0,the-poke-haus-los-angeles-3,poke,poke,4.0,91423,34.1483,-118.434,98,34.15110349206349,-118.44088253968253,0.007432
5286,Poquito Más,m4gC5k2b6sQISUGR7WuL5Q,1.0,poquito-más-sherman-oaks-3,mexican,mexican,4.0,91423,34.1486,-118.436,98,34.15110349206349,-118.44088253968253,0.005487
5287,Orange Delite & Grill,jX9iFsovc-drcX-1ifzFPQ,2.0,orange-delite-and-grill-sherman-oaks,kosher,kosher,4.5,91423,34.1477,-118.43,98,34.15110349206349,-118.44088253968253,0.011402
5288,Tashkent Produce,dc8FjTR92tgHm-cq8pPdYA,2.0,tashkent-produce-valley-village,grocery,grocery,4.0,91607,34.1679,-118.396,18,34.17067382550336,-118.4053355704698,0.009739
5289,Five Guys,FAWuk_wN2FqNq0Z8XixyMA,2.0,five-guys-studio-city,burgers,burgers,3.5,91604,34.145,-118.415,34,34.14673902439024,-118.39973170731707,0.015367
5290,Antonio's Pizzeria & Italian Restaurant,ZkDjYWeUfku8JGYhWwemEA,2.0,antonios-pizzeria-and-italian-restaurant-sherman-oaks-2,pizza,pizza,4.0,91423,34.1482,-118.43,98,34.15110349206349,-118.44088253968253,0.011263
5291,Western Bagel,qBq_K8zTZYY5WHqi25tJgQ,1.0,western-bagel-studio-city,bagels,bagels,3.5,91604,34.145,-118.415,34,34.14673902439024,-118.39973170731707,0.015367
5292,Coffee Fix,GW8F-nChaCP2huQ_uybalg,2.0,coffee-fix-studio-city,coffee,coffee,4.5,91604,34.1502,-118.406,34,34.14673902439024,-118.39973170731707,0.00716
5293,Chipotle Mexican Grill,9YXdA6NqTTXdtfhfzRtwZA,1.0,chipotle-mexican-grill-studio-city-2,mexican,mexican,3.0,91604,34.1436,-118.398,34,34.14673902439024,-118.39973170731707,0.003585
5294,Leaning Tower Pizza & Pasta,9eS5_RECGpBtHOgUg8QZMg,2.0,leaning-tower-pizza-and-pasta-sherman-oaks-2,pizza,pizza,4.5,91423,34.1492,-118.441,98,34.15110349206349,-118.44088253968253,0.001907
5295,Jerry's Famous Deli,meZIz8K6MqVSCOpiSQZUJQ,2.0,jerrys-famous-deli-studio-city,delis,delis,2.5,91604,34.1447,-118.40899999999999,34,34.14673902439024,-118.39973170731707,0.00949
5296,Teya Thai Restaurant,yzPDwy_1v5rkxbkY9kDFSQ,1.0,teya-thai-restaurant-valley-village,thai,thai,4.0,91607,34.1692,-118.396,18,34.17067382550336,-118.4053355704698,0.009451
5297,Pick Up Stix,VWNrQxTv9yhRN1ScuJOneQ,1.0,pick-up-stix-studio-city,chinese,chinese,3.5,91604,34.1425,-118.39399999999999,34,34.14673902439024,-118.39973170731707,0.007129
5298,Marv's Deli & Catering,Ee1uFkQp-B0b-CirtAYJFw,2.0,marvs-deli-and-catering-valley-village,delis,delis,4.5,91607,34.1647,-118.406,18,34.17067382550336,-118.4053355704698,0.006011
5299,India's Clay Pit Indian Restaurant,ccDqEPoyhQFd69fLI4VGCg,2.0,indias-clay-pit-indian-restaurant-north-hollywood-3,indpak,indpak,4.0,91601,34.1737,-118.38,59,34.16706605166052,-118.3719889298893,0.010401
5300,Panera Bread,NY39gC6NbFNAOtaOLyTLQw,1.0,panera-bread-studio-city,sandwiches,sandwiches,3.0,91604,34.1437,-118.396,34,34.14673902439024,-118.39973170731707,0.004813
5301,Cambridge Farms,Y191vFtbzO2jrUQyDgvxlQ,2.0,cambridge-farms-valley-village,grocery,grocery,3.5,91607,34.1723,-118.404,18,34.17067382550336,-118.4053355704698,0.002104
5302,Natanya Kosher Cuisine,ZJ0HxTeIMXlDrAH2IiuHbw,2.0,natanya-kosher-cuisine-los-angeles-2,mediterranean,mediterranean,4.5,91401,34.1723,-118.42299999999999,18,34.17067382550336,-118.4053355704698,0.017739
5303,Barn Rau Thai Halal Cuisine,QBRuLT-jc_F7U5C321rmRQ,2.0,barn-rau-thai-halal-cuisine-north-hollywood,thai,thai,3.5,91606,34.1796,-118.367,59,34.16706605166052,-118.3719889298893,0.01349
5304,Tony's Mexican Grill,9MvaKURxRbZGjM_nwtV1Ag,1.0,tonys-mexican-grill-sherman-oaks,mexican,mexican,4.0,91423,34.1646,-118.414,18,34.17067382550336,-118.4053355704698,0.010581
5305,Pacific Kosher Grill,v09wFLeoOLI2y_iICNDoKg,2.0,pacific-kosher-grill-valley-village-2,kosher,kosher,4.5,91607,34.1724,-118.406,18,34.17067382550336,-118.4053355704698,0.00185
5306,Joe Peeps NY Pizza,D5NC0JH85TVr0g0f8C8vKQ,1.0,joe-peeps-ny-pizza-valley-village,pizza,pizza,4.0,91607,34.1645,-118.405,18,34.17067382550336,-118.4053355704698,0.006183
5307,Italian Middle-Eastern Market,P3lDSJUClUDaeXPdmZJrbQ,2.0,italian-middle-eastern-market-sherman-oaks,grocery,grocery,4.5,91423,34.1573,-118.42200000000001,98,34.15110349206349,-118.44088253968253,0.019873
5308,Yerevan Steak House,0u3n154zZOhOWQu9kmz01A,2.0,yerevan-steak-house-north-hollywood,mediterranean,mediterranean,4.5,91601,34.1754,-118.381,59,34.16706605166052,-118.3719889298893,0.012274
5309,Big Time Burgers,nmVUEofu5XTfrkDB6Vp4iA,1.0,big-time-burgers-north-hollywood-2,burgers,burgers,4.0,91601,34.1652,-118.387,59,34.16706605166052,-118.3719889298893,0.015127
5310,Izakaya M,0EVS3HFHfPuLyPDpEuy94g,2.0,izakaya-m-sherman-oaks-3,sushi,sushi,3.5,91423,34.148,-118.429,98,34.15110349206349,-118.44088253968253,0.012281
5311,SteamPunk CoffeeBar & Kitchen,gh1v_GC6RodnEO26npmtNw,2.0,steampunk-coffeebar-and-kitchen-valley-village,cafes,cafes,4.5,91607,34.1718,-118.406,18,34.17067382550336,-118.4053355704698,0.001308
5312,Serra's,ksxJ8uwlU0ldg4Q-jLSL3w,2.0,serras-studio-city,danceclubs,danceclubs,3.0,91604,34.143,-118.405,34,34.14673902439024,-118.39973170731707,0.00646
5313,Sushi Don,nTcACoQYtGRyyoQO-uq8_A,2.0,sushi-don-valley-village,sushi,sushi,4.0,91607,34.1584,-118.396,34,34.14673902439024,-118.39973170731707,0.012244
5314,Chill,vXWxuXUDmSgwUocSU9ZYRQ,1.0,chill-studio-city,icecream,icecream,4.0,91604,34.1502,-118.38799999999999,34,34.14673902439024,-118.39973170731707,0.012232
5315,River Rock,uW71WJUdLPU1SHu30OfZFw,2.0,river-rock-studio-city-3,newamerican,newamerican,3.5,91604,34.1459,-118.412,34,34.14673902439024,-118.39973170731707,0.012297
5316,Pizza Hut,EzNyAlnTg1M9k05OH8O7mw,1.0,pizza-hut-north-hollywood-6,pizza,pizza,2.5,91607,34.1653,-118.405,18,34.17067382550336,-118.4053355704698,0.005384
5317,Bamboo Cuisine,l83hamkeoIpcqUiuWD1XNA,2.0,bamboo-cuisine-sherman-oaks,chinese,chinese,3.5,91423,34.1488,-118.43799999999999,98,34.15110349206349,-118.44088253968253,0.00369
5318,Cactus Taqueria #4,exxVeE7ARPUeA3lkQXIHXg,1.0,cactus-taqueria-4-los-angeles,mexican,mexican,3.0,91423,34.1501,-118.431,98,34.15110349206349,-118.44088253968253,0.009933
5319,Ove Pizzeria,lwF9NlpfbQThWylQ30SPmw,2.0,ove-pizzeria-studio-city-3,pizza,pizza,4.5,91604,34.1434,-118.40799999999999,34,34.14673902439024,-118.39973170731707,0.008917
5320,Le Pain Quotidien,zHLlanpEyam5vZyN3_39Lg,2.0,le-pain-quotidien-studio-city-3,bakeries,bakeries,4.0,91604,34.146,-118.41799999999999,34,34.14673902439024,-118.39973170731707,0.018283
5321,Hugo's Tacos,C-2IOguYoh_FKiP25Jx9Eg,1.0,hugos-tacos-studio-city,mexican,mexican,3.5,91604,34.1573,-118.414,18,34.17067382550336,-118.4053355704698,0.015935
5322,Harvest Moon Kitchen & Marketplace,VauLdKa1lT-ysTF2liDZUw,2.0,harvest-moon-kitchen-and-marketplace-valley-village-3,breakfast_brunch,breakfast_brunch,3.5,91607,34.1647,-118.405,18,34.17067382550336,-118.4053355704698,0.005983
5323,Pagliacci's Cafe,xwy6jEeUUAVTObYL94IfbQ,1.0,pagliaccis-cafe-studio-city,pizza,pizza,3.5,91604,34.1432,-118.397,34,34.14673902439024,-118.39973170731707,0.004471
5324,Santino's NY Pizza,AswqA-bqhNJWge_gU_S5eQ,2.0,santinos-ny-pizza-sherman-oaks,pizza,pizza,4.0,91423,34.1487,-118.431,98,34.15110349206349,-118.44088253968253,0.010171
5325,Nat's Early Bite Coffee Shop,vWuft2V5ZKKWRPzQUHuKDw,2.0,nats-early-bite-coffee-shop-sherman-oaks,diners,diners,4.5,91401,34.1724,-118.441,66,34.18080332103321,-118.44867527675277,0.011381
5326,Quickie's Pizzas & Subs,fvT_PeRn1_HnQaW-ocDmOw,1.0,quickies-pizzas-and-subs-studio-city,pizza,pizza,4.0,91604,34.1502,-118.396,34,34.14673902439024,-118.39973170731707,0.00509
5327,Hatikva Grill,aKuI6b-TW2isVAugQR8SIA,1.0,hatikva-grill-los-angeles-2,kosher,kosher,4.5,91401,34.1719,-118.439,66,34.18080332103321,-118.44867527675277,0.013148
5328,Olive Fresh Garden Marketplace,mgu76N6W-h5m6Dn7n8K11Q,2.0,olive-fresh-garden-marketplace-north-hollywood,grocery,grocery,3.5,91606,34.1797,-118.406,18,34.17067382550336,-118.4053355704698,0.009051
5329,Jinky's Studio Cafe,rGUQf0iIf-sFFmmiNAAwDg,2.0,jinkys-studio-cafe-studio-city-2,breakfast_brunch,breakfast_brunch,3.5,91604,34.1414,-118.387,34,34.14673902439024,-118.39973170731707,0.013806
5330,In-N-Out Burger,acUQvJuYvJHjNI2pqtLvvQ,1.0,in-n-out-burger-north-hollywood,burgers,burgers,3.5,91605,34.1773,-118.382,33,34.18895155279503,-118.38434782608695,0.011886
5331,Daniel's Tacos,bHuMyBEgthv_5SlxnWqr4A,1.0,daniels-tacos-north-hollywood-2,mexican,mexican,3.5,91601,34.1738,-118.361,59,34.16706605166052,-118.3719889298893,0.012888
5332,House of Wings,n99d-P13S87DEPCRes8c6g,1.0,house-of-wings-north-hollywood-17,tradamerican,tradamerican,3.0,91601,34.1791,-118.37,59,34.16706605166052,-118.3719889298893,0.012197
5333,Sportsmen's Lodge Events Center,Uj03wWf7D7GyglyqfEsHAg,2.0,sportsmens-lodge-events-center-studio-city,venues,venues,3.5,91604,34.1455,-118.413,34,34.14673902439024,-118.39973170731707,0.013326
5334,Tommy's Original World Famous Hamburgers,y_d6iT1X4KBd6b9ovhmdIQ,1.0,tommys-original-world-famous-hamburgers-valley-village-2,burgers,burgers,3.0,91607,34.1725,-118.397,18,34.17067382550336,-118.4053355704698,0.008533
5335,Popeyes Louisiana Kitchen,eufs0DNbxBuIORlHZ1Pm_A,1.0,popeyes-louisiana-kitchen-valley-village,hotdogs,hotdogs,2.0,91607,34.1641,-118.397,18,34.17067382550336,-118.4053355704698,0.010616
5336,Taco Bell,5Nd069bBjGtmD8jECevcRw,1.0,taco-bell-north-hollywood-7,hotdogs,hotdogs,2.5,91601,34.1647,-118.38799999999999,59,34.16706605166052,-118.3719889298893,0.016185
5337,Patio Cafe,36zyff2TfG9JVIQ3KZTQ-g,2.0,patio-cafe-studio-city,tradamerican,tradamerican,3.0,91604,34.1457,-118.412,34,34.14673902439024,-118.39973170731707,0.012312
5338,Sunny's Sushi Hut,3VdHsaHa4517IlV7m_nwgA,2.0,sunnys-sushi-hut-los-angeles,japanese,japanese,4.0,91601,34.1718,-118.387,59,34.16706605166052,-118.3719889298893,0.01574
5339,Nesmon Café,L5cStskQULe1LuwzEsZ_5Q,2.0,nesmon-café-sherman-oaks,coffee,coffee,4.0,91423,34.1471,-118.42399999999999,98,34.15110349206349,-118.44088253968253,0.017351
5340,La Ramadita,0ebnmZxgcniPbdobdoy3PA,1.0,la-ramadita-san-fernando-valley,mexican,mexican,4.0,91606,34.1796,-118.37,59,34.16706605166052,-118.3719889298893,0.012691
5341,Grandma's Thai Kitchen,XBOvgCRnXKR62X6eVcsuxw,2.0,grandmas-thai-kitchen-sherman-oaks,thai,thai,3.5,91401,34.1718,-118.421,18,34.17067382550336,-118.4053355704698,0.015705
5342,Padrino's Pizza,1mIvvPJAXQEkC0pE6PhuOQ,2.0,padrinos-pizza-sherman-oaks,italian,italian,4.0,91401,34.172,-118.42399999999999,18,34.17067382550336,-118.4053355704698,0.018711
5343,Napoli Kosher,g2f9eMRi2uXyIPW_By9YCA,2.0,napoli-kosher-valley-village,kosher,kosher,4.5,91607,34.1725,-118.404,18,34.17067382550336,-118.4053355704698,0.002262
5344,Midori Sushi,FIpbwpsCbBHyFXd2v7EB2g,2.0,midori-sushi-sherman-oaks,sushi,sushi,3.5,91423,34.1489,-118.436,98,34.15110349206349,-118.44088253968253,0.005357
5345,Art's Delicatessen,qUskMWvPWUuXgiEWyZzJ6Q,2.0,arts-delicatessen-studio-city,delis,delis,3.0,91604,34.1429,-118.399,34,34.14673902439024,-118.39973170731707,0.003908
5346,Ireland's 32,AluwUDUau6vyEIoK-b4rfg,2.0,irelands-32-van-nuys,divebars,divebars,4.0,91401,34.1724,-118.432,66,34.18080332103321,-118.44867527675277,0.018673
5347,Denny's,6jdGfUoESpXl-ZX2UQUbvA,1.0,dennys-los-angeles-34,diners,diners,2.0,91601,34.1724,-118.37899999999999,59,34.16706605166052,-118.3719889298893,0.008809
5348,Big Fish Japanese Cuisine,yP3h_GwxwLi13v-QMYU1WA,2.0,big-fish-japanese-cuisine-sherman-oaks,japanese,japanese,4.0,91423,34.1499,-118.431,98,34.15110349206349,-118.44088253968253,0.009956
